data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-05,2021-07-05,consistent,1,68
2021-07-05,2021-07-05,consistent,2,5718
2021-07-05,2021-07-05,consistent,4,6348
2021-07-06,2021-07-05,consistent,2,12510
2021-07-06,2021-07-05,consistent,2,13232
2021-07-06,2021-07-05,consistent,2,13240
2021-07-06,2021-07-05,consistent,2,13240
2021-07-06,2021-07-06,consistent,1,7
2021-07-06,2021-07-05,consistent,2,14113
2021-07-06,2021-07-06,consistent,1,59
2021-07-06,2021-07-05,consistent,3,14141
2021-07-06,2021-07-06,consistent,2,5749
2021-07-06,2021-07-05,inconsistent,0,24
2021-07-06,2021-07-05,consistent,2,15017
2021-07-06,2021-07-06,consistent,2,7298
2021-07-06,2021-07-05,inconsistent,0,24
2021-07-06,2021-07-05,consistent,3,15288
2021-07-07,2021-07-06,consistent,2,12876
2021-07-07,2021-07-05,inconsistent,0,24
2021-07-07,2021-07-05,consistent,3,16337
2021-07-07,2021-07-06,consistent,2,14091
2021-07-07,2021-07-05,inconsistent,0,24
2021-07-07,2021-07-05,consistent,3,16601
2021-07-07,2021-07-06,consistent,2,14096
2021-07-07,2021-07-05,inconsistent,0,24
2021-07-07,2021-07-05,consistent,2,16601
2021-07-07,2021-07-06,consistent,2,14096
2021-07-07,2021-07-05,inconsistent,0,24
2021-07-07,2021-07-05,consistent,3,16601
