data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-01,2021-06-28,consistent,2,1336
2021-07-01,2021-06-29,consistent,2,1329
2021-07-01,2021-07-01,consistent,2,598
2021-07-01,2021-06-30,consistent,2,732
2021-07-02,2021-07-01,consistent,2,722
2021-07-02,2021-06-30,consistent,2,739
2021-07-02,2021-06-29,consistent,3,1335
2021-07-02,2021-06-28,consistent,3,1347
2021-07-02,2021-07-01,consistent,1,734
2021-07-02,2021-06-30,consistent,2,771
2021-07-02,2021-06-29,consistent,2,1362
2021-07-02,2021-07-01,consistent,1,734
2021-07-02,2021-06-30,consistent,2,771
2021-07-02,2021-06-29,consistent,2,1362
2021-07-02,2021-06-30,consistent,3,771
2021-07-02,2021-07-01,consistent,3,746
2021-07-02,2021-06-29,consistent,2,1398
2021-07-02,2021-06-28,consistent,2,1351
2021-07-02,2021-07-01,consistent,2,749
2021-07-02,2021-07-02,consistent,2,144
2021-07-02,2021-06-30,consistent,2,797
2021-07-02,2021-06-29,consistent,3,1424
2021-07-02,2021-06-28,consistent,3,1363
2021-07-02,2021-07-02,consistent,2,279
2021-07-02,2021-06-30,consistent,2,810
2021-07-02,2021-07-01,consistent,2,767
2021-07-02,2021-06-29,consistent,2,1461
2021-07-02,2021-06-28,consistent,2,1375
2021-07-02,2021-07-02,consistent,2,467
2021-07-02,2021-07-01,consistent,2,772
2021-07-02,2021-06-30,consistent,2,814
2021-07-02,2021-06-29,consistent,2,1471
2021-07-02,2021-06-28,consistent,2,1376
2021-07-03,2021-07-02,consistent,1,584
2021-07-03,2021-07-01,consistent,2,778
