data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-02,2021-06-14,inconsistent,0,114
2021-07-02,2021-06-14,consistent,15,76645
2021-07-02,2021-06-15,inconsistent,0,68
2021-07-02,2021-06-15,consistent,15,96653
2021-07-02,2021-06-17,inconsistent,0,52
2021-07-02,2021-06-17,consistent,14,82723
2021-07-02,2021-06-19,inconsistent,0,6
2021-07-02,2021-06-19,consistent,7,40092
2021-07-02,2021-06-16,inconsistent,0,84
2021-07-02,2021-06-16,consistent,22,109116
2021-07-02,2021-06-20,inconsistent,0,4
2021-07-02,2021-06-20,consistent,5,22167
2021-07-02,2021-06-18,inconsistent,0,146
2021-07-02,2021-06-18,consistent,12,73415
