data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-02,2021-06-21,inconsistent,0,6
2021-07-02,2021-06-21,consistent,6,24953
2021-07-02,2021-06-22,inconsistent,0,4
2021-07-02,2021-06-22,consistent,6,25368
2021-07-02,2021-06-23,inconsistent,0,2
2021-07-02,2021-06-23,consistent,8,27318
2021-07-02,2021-06-27,consistent,2,2171
2021-07-02,2021-06-25,consistent,6,26594
2021-07-02,2021-06-24,inconsistent,0,6
2021-07-02,2021-06-24,consistent,9,28225
2021-07-02,2021-06-26,inconsistent,0,2
2021-07-02,2021-06-26,consistent,11,47407
2021-07-02,2021-06-27,consistent,2,2171
2021-07-02,2021-06-27,consistent,2,2171
2021-07-02,2021-06-27,consistent,2,2171
2021-07-02,2021-06-27,consistent,2,2172
2021-07-02,2021-06-27,consistent,2,2172
2021-07-02,2021-06-27,consistent,3,2173
2021-07-03,2021-06-27,consistent,2,2176
2021-07-03,2021-06-26,inconsistent,0,2
2021-07-03,2021-06-26,consistent,9,47465
2021-07-03,2021-06-25,consistent,3,26781
2021-07-03,2021-06-24,inconsistent,0,6
2021-07-03,2021-06-24,consistent,5,28406
2021-07-03,2021-06-23,inconsistent,0,2
2021-07-03,2021-06-23,consistent,4,27708
2021-07-04,2021-06-27,consistent,2,2266
2021-07-04,2021-06-22,inconsistent,0,4
2021-07-04,2021-06-22,consistent,4,25725
2021-07-04,2021-06-21,inconsistent,0,6
2021-07-04,2021-06-21,consistent,4,25161
2021-07-04,2021-06-26,inconsistent,0,2
2021-07-04,2021-06-26,consistent,7,47512
