data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-07-02,2021-06-21,inconsistent,0,32
2021-07-02,2021-06-21,consistent,4,31769
2021-07-02,2021-06-24,inconsistent,0,10
2021-07-02,2021-06-24,consistent,2,6297
2021-07-02,2021-06-23,inconsistent,0,28
2021-07-02,2021-06-23,consistent,4,22031
2021-07-02,2021-06-25,consistent,3,16351
2021-07-02,2021-06-27,consistent,2,1406
2021-07-02,2021-06-26,consistent,2,11645
2021-07-02,2021-06-22,inconsistent,0,24
2021-07-02,2021-06-22,consistent,8,28030
2021-07-02,2021-06-27,consistent,2,1418
2021-07-02,2021-06-27,consistent,3,1527
2021-07-03,2021-06-27,consistent,2,1616
2021-07-03,2021-06-26,consistent,3,11790
2021-07-03,2021-06-25,consistent,2,16940
2021-07-03,2021-06-24,inconsistent,0,10
2021-07-03,2021-06-24,consistent,2,6371
2021-07-03,2021-06-23,inconsistent,0,34
2021-07-03,2021-06-23,consistent,3,23153
2021-07-04,2021-06-27,consistent,2,1630
2021-07-04,2021-06-22,inconsistent,0,26
2021-07-04,2021-06-22,consistent,3,29010
